Field_Code,Type.x,soil_texture_class,perC_P,perN_P,soilMass,panMass_P,fracPanMass_P,perC_M,perN_M,panMass_M,fracPanMass_M,gP,gM,gCarbonP,gCarbonM,mgCpergSoilP,mgCpergSoilM,propM,Type.y,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall.score,Mod..Morgan.Al..ppm,Mod..Morgan.Ca..ppm,Mod..Morgan.Cu..ppm,Mod..Morgan.S..ppm,Mod..Morgan.B..ppm,CN_ratio,Acres,Owned,Yields,Type,Plants,croprotation,years.since.till,animal,cutshay,till.passes,till.depth,Organic.matter.additions,Soil.amendments,plastic.mulch,herbicides,insecticides,treated.seed,organic,irrigation,Pattern.Drainage.Tile,Longitude,Latitude,Elevation..ft.,Date,ppt.in,ppt.cm,tmeanF,tmeanC
NW07C,Corn,loam,1.548103279,0.125115692,16.5077,311.42,318.09,3.469715427,0.360177431,309.69,320.06,6.67,10.37,0.103258489,0.35980949,6.255171145,21.79646406,0.777012245,Corn,4.3,1.350738827,87.12265434,319.4497326,4/7/2021,4/27/2021,2,COS,COS,COS,33.12840733,47.86835949,19.00323318,,,0.225879792,84.45977204,NA,NA,NA,NA,63.80573085,96.58135006,4.57,95.94591896,NA,2.964,0.269,NA,NA,9.116381461,78.60653112,0.625629262,53.40405755,725.715545,88.87834885,6.13,93.31927987,6.7,100,200.7,100,163.6,5.3,7.3,1.2,100,89.11952585,73.42,1177.6,1.18,12.52,0.17,11.01858736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8009,44.8663,427,Annual,43.01,109.2454,44.6,7
NW07T,Corn,silt loam,2.00593454,0.166561259,16.484,310.8,318.06,2.86,0.29,308.95,317.84,7.26,8.89,0.145630848,0.254254,8.834678938,15.42429022,0.63581804,Corn,4,1.24751458,74.8508748,274.4532076,4/7/2021,4/27/2021,2,COS,COS,COS,27.16800828,54.99154492,17.8404468,,,0.249632766,91.60473246,NA,NA,NA,NA,45.0353607,78.2228701,3.48,70.30985714,NA,2.255,0.21,NA,NA,7.825040161,65.59840365,0.583069448,47.74975692,603.3497872,71.17988417,5.57,14.79064691,12.5,100,221.6,100,119.9,7,9.2,2.7,100,73.94561514,66.35,714.3,1.59,11.29,0.09,10.73809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8002,44.8693,452,Annual,42.93,109.0422,44.5,6.944444444
NW08C,Corn,loam,1.929376489,0.132473195,27.82,305.76,317.11,1.203322646,0.120328151,307.93,324.72,11.35,16.79,0.218984232,0.202037872,7.871467703,7.262324668,0.479874739,Corn,5.15,NA,NA,NA,4/27/2021,5/13/2021,NA,NA,NA,COS,32.97363,49.23965,17.78672,,,0.222153,83.05125,NA,NA,NA,NA,74.64353,99.23382,4.69,96.97942,NA,3.119,0.273,NA,NA,11.34159,92.88323,0.697981,62.8016,624.415,74.93716,5.95,75.2323,14.7,100,180.4,100,122.5,5.9,6.9,2,100,88.51188,69.92,1270.6,0.07,9.02,0.15,11.42490842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.803,44.8395,564,Annual,44.84,113.8936,44,6.666666667
NW08T,Corn,loam,1.497003219,0.097255689,25.82,310.48,325.23,2.910949783,0.284089942,309.41,320.65,14.75,11.24,0.220807975,0.327190756,8.551819318,12.67198899,0.597064806,Corn,4.87,NA,NA,NA,4/27/2021,5/13/2021,NA,NA,NA,COS,33.77498,46.75402,19.471,,,0.216268,80.66629,NA,NA,NA,NA,80.97217,99.72503,4.68,96.90259,NA,2.911,0.261,NA,NA,9.777936,83.97215,0.80438,75.21491,551.7753,61.021,6.04,86.23436,9.5,100,147.1,100,104.2,6.8,10.5,1.9,100,88.37363,69.62,1187.9,0.12,11.6,0.13,11.1532567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8037,44.8303,610,Annual,45.48,115.5192,43.9,6.611111111
NW09C,Corn,sandy loam,1.106908229,0.069396472,17.98,310.38,323.04,7.254583857,0.590518897,309.46,314.65,12.66,5.19,0.140134582,0.376512902,7.793914449,20.94065084,0.728761707,Corn,4.67,1.30287372,91.26630409,334.643115,4/27/2021,5/13/2021,NA,NA,NA,COS,61.65021,20.64735,17.70244,,,0.194596,82.19436,NA,NA,NA,NA,60.4479,94.90796,3.97,99.31014,NA,3.097,0.245,NA,NA,10.76848,83.20814,0.591581,48.88064,669.8148,86.41321,6.26,98.17319,3.5,100,35.7,50.90819,66.9,8,2.7,0.6,100,84.39958,102.88,947.9,0.08,8.7,0.1,12.64081633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.4136,44.8919,766,Annual,47.41,120.4214,42.8,6
NW09H,Hay,silt loam,3.259930204,0.209022188,20.59,309.22,314.58,1.297121824,0.126732277,305.86,320.63,5.36,14.77,0.174732259,0.191584893,8.48626804,9.304754415,0.523002792,Hay,3.54,1.244371922,66.07614906,242.2792132,4/27/2021,5/13/2021,NA,NA,NA,GRE,9.140466,65.66511,25.19442,,,0.28672,97.43844,NA,NA,NA,NA,79.34131,99.63803,4.67,96.82415,NA,3.106,0.277,NA,NA,8.889324,76.54787,1.456964,99.78586,678.8948,83.32277,7.06,100,6.8,100,145.1,100,170.3,4.3,5.6,1,100,95.35571,31.71,1756,0.44,10.02,0.21,11.21299639,4.17,1,2,hay,Grasses (less than 30% legume),,NA,,3,0,0,Dairy manure (liquid) ,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.4107,44.8899,775,Annual,47.3,120.142,42.8,6
NW09T,Corn,loam,1.708515242,0.101173317,25.78,309.35,324.63,3.392382199,0.266336618,311.28,321.7,15.28,10.42,0.261061129,0.353486225,10.12649841,13.71164566,0.575197701,Corn,6.03,1.160184933,104.9387272,384.775333,4/27/2021,5/13/2021,NA,NA,NA,COS,39.83676,40.94539,19.21786,,,0.231305,86.3678,NA,NA,NA,NA,77.87854,99.53977,5.65,99.83823,NA,3.827,0.284,NA,NA,12.88146,97.34297,0.712168,64.57576,764.2465,92.34058,6.16,94.91182,4,100,64.8,90.12436,88.8,16.9,3.5,0.5,100,92.50413,152.94,1242.1,0.17,10.53,0.11,13.47535211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.4126,44.8911,769,Annual,47.35,120.269,42.8,6
NW10C,Corn,loam,1.999422202,0.159063248,24.12,307.5,320.7,2.173672204,0.205087932,307.93,319.51,13.2,11.58,0.263923731,0.251711241,10.94211155,10.43578944,6.53943531,Corn,4.23,1.35466715,85.95363067,315.1633124,4/7/2021,4/27/2021,2,COS,COS,COS,36.98526398,46.68751271,16.32722331,,,0.237531345,88.35241698,NA,NA,NA,NA,43.26560775,75.21979535,4.93,98.40013538,NA,3.341,0.286,NA,NA,11.85579783,94.77019882,0.505043123,37.58028146,963.3533934,99.38707269,6.55,100,17.4,100,230.2,100,188.7,2.9,3.9,3,100,89.37099007,26.73,1762.1,1.56,7.61,0.33,11.68181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8362,45.0057,474,Annual,44.26,112.4204,44.1,6.722222222
NW10T,Corn,silt loam,1.438731501,0.090876362,22.19,309.4,318.61,4.301315609,0.405242057,307.97,321.78,9.21,13.81,0.132507171,0.594011686,5.971481354,26.7693414,0.817613583,Corn,4.39,1.312906053,86.45486359,317.0011665,4/7/2021,4/27/2021,2,COS,COS,COS,33.64049045,50.24134117,16.11816838,,,0.25366366,92.52047464,NA,NA,NA,NA,44.57771544,77.46707089,5.02,98.75980902,NA,3.49,0.308,NA,NA,10.84178116,90.58611556,0.639815867,55.27924118,883.5496384,98.09250852,6.82,100,11.1,100,180.1,100,179.5,2.6,5.4,2,100,91.27052198,27.47,1925.9,1.55,7.66,0.31,11.33116883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8383,45.0028,472,Annual,44.1,112.014,44.2,6.777777778
NW11C,Corn,loam,1.178528935,0.04662861,21.28,310.54,323.51,4.213021222,0.43285884,309.38,317.98,12.97,8.6,0.152855203,0.362319825,7.183045248,17.02630757,0.703294619,Corn,3.82,NA,NA,NA,4/8/2021,4/27/2021,2,COS,COS,COS,50.72540213,34.6611521,14.61344577,,,0.204544441,75.34223973,NA,NA,NA,NA,39.38294749,67.9291784,4.02,99.42150855,NA,2.851,0.235,NA,NA,10.55171748,89.0237691,0.554696239,43.99829136,736.3560457,92.38966363,6.47,100,8.9,100,121.9,100,97.2,1.5,4.9,0.8,100,86.81046508,10.68,1556.2,0.4,7.07,0.23,12.13191489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1077,44.8288,340,Annual,39.54,100.4316,45.2,7.333333333
NW11T,Corn,clay loam,1.620680198,0.085522332,22.61,310.25,319.02,1.893400339,0.19547647,310.68,324.42,8.77,13.74,0.142133653,0.260153207,6.28631815,11.50611263,0.646685817,Corn,3.65,1.63387375,89.45458781,328.0001553,4/8/2021,4/27/2021,2,COS,COS,COS,31.52235386,40.81926929,27.65837685,,,0.244398121,90.29306437,NA,NA,NA,NA,17.8504414,18.33668973,4.07,53.09975882,NA,2.652,0.249,NA,NA,8.801147576,83.32402786,0.547602937,43.06746271,883.5496384,93.8554058,6.45,100,16.9,100,206.6,100,135.3,1.9,3,0.9,100,78.19764093,6.91,1920.1,0.35,6.25,0.23,10.65060241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1038,44.8308,340,Annual,39.58,100.5332,45.2,7.333333333
NW12C,Corn,silt loam,3.28852847,0.208141115,31.45,310.51,317.19,1.304973008,0.135300578,309.54,334.67,6.68,25.13,0.219673702,0.327939717,6.984855383,10.42733599,0.598852595,Corn,4.38,NA,NA,NA,4/26/2021,5/13/2021,NA,NA,NA,COS,6.625967,70.82423,22.5498,,,0.306979,98.81269,NA,NA,NA,NA,30.08904,47.98186,4.93,98.40014,NA,3.074,0.291,NA,NA,8.110794,68.72674,0.818567,76.68636,829.6222,96.26043,6.48,100,7.7,100,123.1,100,244.7,1.7,6.2,0.5,100,88.68682,14.33,2273.1,0.14,10.5,0.23,10.56357388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9706,44.9672,285,Annual,42.61,108.2294,45,7.222222222
NW12T,Corn,silty clay loam,3.074427379,0.21177354,24.81,309.56,315.69,0.845869863,0.091348882,308.77,327.5,6.13,18.73,0.188462398,0.158431425,7.59622726,6.38578901,0.45671446,Corn,4.23,NA,NA,NA,4/26/2021,5/13/2021,2,NA,NA,COS,10.2817,62.20428,27.51403,,,0.291169,97.82032,NA,NA,NA,NA,21.76513,24.30353,4.83,82.17937,NA,3.001,0.286,NA,NA,7.962955,75.41639,0.818567,76.68636,836.8862,90.48058,6.9,100,11,100,167.4,100,208.5,1.5,6.7,0.7,100,84.68866,9.65,2270.9,0.12,10.94,0.35,10.49300699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9715,44.967,278,Annual,42.58,108.1532,45,7.222222222
NW13C,Corn,loam,1.139816867,0.079590234,24.63,309.14,320.25,3.402743338,0.327204589,309.7,322.54,11.11,12.84,0.126633654,0.436912245,5.141439461,17.73902739,0.775291322,Corn,3.61,1.399026985,75.75731124,277.7768079,4/8/2021,4/27/2021,2,COS,COS,COS,40.08397589,36.49982476,23.41619936,,,0.22746408,85.03437714,NA,NA,NA,NA,17.18360842,22.13691734,4.2,90.87887803,NA,2.532,0.214,NA,NA,7.208805426,58.50342892,0.717842192,65.27690962,816.1598008,95.62719223,7.64,76.64705491,10.6,100,156.8,100,126.8,1.7,4.3,0.2,56,75.01047582,6.89,4790.4,0.25,14.9,0.34,11.8317757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.2216,44.9423,115,Annual,39.87,101.2698,45.6,7.555555556
NW13T,Corn,clay loam,1.465384692,0.110435173,20.4527,308.8,317.13,3.012062489,0.319412763,309.35,321.82,8.33,12.47,0.122066545,0.375604192,5.968236215,18.36452852,0.754724287,Corn,3.86,1.593025952,92.23620262,338.1994096,4/8/2021,4/27/2021,2,COS,COS,COS,29.45351981,36.46271186,34.08376833,,,0.249628849,91.60380349,NA,NA,NA,NA,24.16042376,28.41679507,4.18,57.92597094,NA,2.885,0.252,NA,NA,9.272500601,86.95288787,0.568882844,45.86942481,910.1508901,95.31068502,7.6,81.83489296,36.3,100,374.6,100,153.9,2.9,4.1,0.5,100,78.79144602,3.33,4136,0.28,7.13,0.55,11.4484127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.2164,44.9405,121,Annual,39.89,101.3206,45.6,7.555555556
NW14C,Corn,clay loam,2.73778855,0.172823463,19.07,308.77,313.79,3.938561969,0.38455586,305.64,321.56,5.02,15.92,0.137436985,0.627019065,7.20697353,32.87986709,0.820215976,Corn,6.7,1.190627463,119.65806,438.7462201,4/13/2021,4/28/2021,NA,NA,COS,COS,26.77614079,45.09665818,28.12720103,,,0.245874635,90.6774029,NA,NA,NA,NA,58.4188073,89.11316593,6.6,99.80669717,NA,4.399,0.442,NA,NA,11.90080899,97.72644234,1.042715437,92.99902107,977.3004689,97.78637885,6.67,100,39.5,100,571.8,100,503.5,2.2,4.5,1.3,100,96.81091083,3.04,3183.2,2.04,11.11,0.77,9.952488688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1714,44.822,123,Annual,38.8,98.552,45.9,7.722222222
NW14T,Corn,loam,2.329026365,0.209396181,19.51,308.92,317.55,4.751616239,0.564051816,310.48,321.38,8.63,17.79,0.200994975,0.845312529,10.30215148,43.32714141,0.807900665,Corn,5.68,1.214691659,103.4917293,379.4696743,4/13/2021,4/28/2021,NA,NA,COS,COS,42.42590443,35.60215757,21.971938,,,0.249662579,91.6118014,NA,NA,NA,NA,65.71177574,97.30992917,6.28,99.9866015,NA,4.182,0.438,NA,NA,12.93714536,97.4450659,1.085275251,94.71238785,881.1791451,98.03211698,5.9,67.52818581,13.5,100,527.1,100,358.3,10.2,8.2,1.5,100,94.66260886,26.67,1962.6,0.54,14.44,0.29,9.547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1728,44.8208,120,Annual,38.79,98.5266,46,7.777777778
NW15C,Corn,loam,2.998376739,0.231589693,24.18,308.77,321.74,1.894828615,0.187697613,309.24,320.78,12.97,11.54,0.388889463,0.218663222,16.08310434,9.04314401,0.359908247,Corn,6.17,1.36088333,125.9497522,461.815758,4/20/2021,4/28/2021,NA,NA,COS,COS,39.30617423,40.11433856,20.57948722,,,0.233782946,87.18379491,NA,NA,NA,NA,39.22997945,67.62439262,4.86,98.06172129,NA,3.447,0.317,NA,NA,11.65582679,94.08997815,0.785937894,73.23029545,874.1885034,97.84448903,5.95,75.2323037,9.8,100,128.5,100,196.7,2.5,9.7,2,100,89.32669752,10.82,1817.2,0.55,9.68,0.29,10.87381703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9213,44.9764,518,Annual,43.58,110.6932,44.2,6.777777778
NW15T,Corn,loam,1.278975218,0.087606406,25.31,311.18,322.9,1.299695533,0.132443403,309.12,322.04,11.72,12.92,0.149895896,0.167920663,5.922398086,6.634557995,0.528357187,Corn,5.15,1.562409341,120.6961216,442.5524458,4/20/2021,4/28/2021,NA,NA,COS,COS,43.0162684,41.04103158,15.94270002,,,0.25931542,93.67349842,NA,NA,NA,NA,65.66619824,97.29415632,6.24,99.98408914,NA,4.451,0.427,NA,NA,16.20154981,99.83582161,1.08385659,94.66120258,1038.468584,99.81965591,6.19,96.18630452,10.3,100,131.3,100,234.3,3.5,8.2,1.6,100,98.14547285,24.21,2353.4,0.53,10.81,0.43,10.42388759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9208,44.978,504,Annual,43.57,110.6678,44.2,6.777777778
NW16C,Corn,silt loam,2.477264336,0.162143981,25.1,309.61,320.26,1.651919878,0.171753756,308.79,323.08,10.65,14.29,0.263828652,0.236059351,10.51110166,9.404755003,0.472224477,Corn,5.62,1.339570641,112.925805,414.0612851,4/9/2021,4/28/2021,NA,NA,COS,COS,26.1754671,58.436547,15.3879859,,,0.276861925,96.39016514,NA,NA,NA,NA,43.99487083,76.48334767,5.19,99.25197394,NA,3.49,0.334,NA,NA,8.793618646,75.64836148,1.234234599,98.27472909,888.1697868,98.20569243,7.02,100,14.1,100,157.8,100,270.9,1.1,8.2,1.1,100,94.42542698,6.72,3941.6,0.23,16.91,0.77,10.4491018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0744,44.8802,344,Annual,40.47,102.7938,45,7.222222222
NW16T,Corn,loam,2.185587173,0.136335615,25.25,308.92,318.64,3.155270716,0.353131512,308.32,323.73,9.72,15.41,0.212439073,0.486227217,8.413428642,19.25652346,7.53943531,Corn,4.38,1.308746736,85.98466056,315.2770887,4/9/2021,4/28/2021,NA,NA,COS,COS,34.36190969,44.58954448,21.04854583,,,0.216691762,80.84451674,NA,NA,NA,NA,43.197176,75.09939509,4.55,95.74853646,NA,2.899,0.276,NA,NA,6.659144995,51.92318382,0.86538288,81.18163861,799.0391048,94.69990518,6.85,100,11.8,100,177.3,100,273.2,0.9,5.8,0.7,100,87.94971759,6.52,2403.5,0.27,9.54,0.47,10.50362319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0759,44.8789,337,Annual,40.37,102.5398,45.1,7.277777778
NW17T,Corn,loam,2.460864763,0.198532137,18.8281,308.57,318,4.287509731,0.417276549,309.15,318.21,9.43,9.06,0.232059547,0.388448382,12.32517074,20.63131073,0.62601679,Corn,5.36,1.22026,98.108904,359.732648,4/8/2021,4/14/2021,4,COS,COS,COS,35.62003,45.05532,19.32464,,,0.24605,90.72226,NA,NA,NA,NA,68.05692,98.02394,5.78,99.89955,NA,3.789,0.342,NA,NA,11.34043,92.87844,0.774589,71.97039,862.5559,97.49882,6.53,100,10.2,100,91.9,100,122.5,5.1,4,1.3,100,95.09934,67.4,1998.5,0,5.83,0.3,11.07894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9036,44.9454,543,Annual,42.95,109.093,44.1,6.722222222
NW17C,Corn,loam,2.065686438,0.138454927,18.66,309.15,315.7,3.921650829,0.379943171,309.29,321.65,6.55,12.36,0.135302462,0.484716042,7.250935782,25.97620806,0.781776736,Corn,5.88,1.266499855,111.7052872,409.5860531,4/14/2021,4/28/2021,NA,NA,COS,COS,32.52140978,47.97275832,19.50583191,,,0.238686224,88.69674397,NA,NA,NA,NA,56.30207726,92.00890728,4.92,98.35513042,NA,3.204,0.29,NA,NA,8.815571478,75.85632228,1.098043195,95.15572547,641.7496659,77.82256323,6.22,97.18748174,4.3,100,187.6,100,134.3,5.5,10.6,0.8,100,92.50828744,66.48,1799.6,0.14,12.88,0.19,11.04827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9004,44.943,548,Annual,42.77,108.6358,44.1,6.722222222
NW18C,Corn,loam,0.865655756,0.046649622,24.42,307.52,321.51,4.021933023,0.326305641,305.55,316.03,13.99,10.48,0.12110524,0.421498581,4.959264548,17.26038414,0.776807248,Corn,3.7,1.51272846,83.95642953,307.8402416,4/14/2021,4/28/2021,NA,NA,COS,COS,43.11068137,40.32934708,16.55997155,,,0.226517468,84.69277776,NA,NA,NA,NA,28.56801896,44.62624291,3.57,73.6742005,NA,2.457,0.19,NA,NA,7.522161842,62.16229454,0.468157951,33.01592413,566.6002673,64.05769735,5.38,2.812518264,4.7,100,104,100,98.5,18.3,6.1,0.4,100,66.50416555,126.54,651.2,0.14,24.29,0.07,12.93157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0231,44.9567,272,Annual,42.06,106.8324,45,7.222222222
NW18T,Corn,silt loam,2.041487043,0.240902008,21.1689,307.38,312.14,2.022027268,0.228436826,309.48,325.99,4.76,16.51,0.097174783,0.333836702,4.590450295,15.77014875,0.774542474,Corn,4.03,1.260697708,76.20917645,279.433647,4/14/2021,4/28/2021,NA,NA,COS,COS,22.10510328,54.17204588,23.72285084,,,0.258096018,93.43722639,NA,NA,NA,NA,25.16438677,37.28930328,3.52,71.82929199,NA,2.346,0.219,NA,NA,5.338450518,36.24248716,0.617117299,52.275037,800.7867652,94.80118122,6.59,100,4.4,100,51.5,76.5823,215.6,3.7,5.2,0.1,56,71.8456827,12.33,1912.9,0.11,10.58,0.15,10.71232877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0326,44.9604,274,Annual,42.09,106.9086,45,7.222222222
NW19C,Corn,silty clay loam,3.142524442,0.229995145,19.6912,308.8,315.19,4.978869488,0.514523294,308.92,322,6.39,13.08,0.200807312,0.651236129,10.19781993,33.072445,0.764322683,Corn,7.17,1.338458201,143.9511795,527.8209916,4/8/2021,4/27/2021,2,COS,COS,COS,17.87653966,52.82370941,29.29975092,,,0.260817742,93.95542134,NA,NA,NA,NA,30.31459642,40.26088294,7.42,99.9927652,NA,4.935,0.47,NA,NA,16.0779734,99.96539097,1.334959491,99.28545102,1083.945734,99.4531866,6.87,100,4.3,100,101.9,100,195.4,1.9,1.9,0.7,100,93.29130981,3.78,5412.7,0.32,9.19,0.89,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3033,44.9863,111,Annual,39.83,101.1682,45.2,7.333333333
NW19T,Corn,loam,1.467184747,0.103303308,23.96,307.48,316.89,4.343463354,0.450458906,305.53,320.06,9.41,14.53,0.138062085,0.631105225,5.762190513,26.33995098,0.820504482,Corn,4.51,1.234769365,83.53214754,306.284541,4/8/2021,4/27/2021,2,COS,COS,COS,37.28190259,37.50163876,25.21645865,,,0.230815872,86.20277528,NA,NA,NA,NA,44.06718004,76.60666515,4.74,97.3402426,NA,3.098,0.293,NA,NA,9.955625988,85.24869643,0.86680154,81.3089398,895.9635558,98.38364933,7.44,94.91182475,2.8,80.4,68.4,93.78988,156.2,0.8,4.8,0.4,100,89.41926733,3.07,4070.6,0.21,12.69,0.93,10.57337884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.3,44.9897,123,Annual,39.94,101.4476,45.1,7.277777778
NW20C,Corn,loam,1.846749875,0.166669297,18.9083,311,321.22,4.352474937,0.478618088,309.56,317.88,10.22,8.32,0.188737837,0.362125915,9.981745436,19.15169078,0.657378369,Corn,4.67,1.256487367,88.01694006,322.7287802,4/9/2021,4/27/2021,2,COS,COS,COS,43.01686684,36.35949459,20.62363858,,,0.231555138,86.45186513,NA,NA,NA,NA,40.73856183,70.57569654,4.99,98.64859281,NA,3.492,0.347,NA,NA,11.23716073,92.44281288,0.668189076,58.99035659,945.6192257,99.1996427,6.67,100,15.1,100,242,100,192.8,1.7,8.2,1,100,90.63089667,4.49,2332.1,0.13,13.86,0.51,10.06340058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0729,44.8476,412,Annual,40.29,102.3366,44.9,7.166666667
NW20T,Corn,loam,1.455288938,0.106116741,24.38,308.56,316.68,2.71376475,0.297133972,309.41,325.72,8.12,16.31,0.118169462,0.442615031,4.846983666,18.15484129,0.7892783,Corn,4.77,1.44343648,103.2778801,378.6855605,4/9/2021,4/27/2021,2,COS,COS,COS,28.4599864,45.01324379,26.52676981,,,0.248593915,91.35561138,NA,NA,NA,NA,26.35927531,39.82736712,4.27,92.08940729,NA,2.624,0.254,NA,NA,8.312067062,70.85354408,0.561789542,44.9324494,821.4800511,95.88708005,6.94,100,5.9,100,121.1,100,205.5,1,4.5,0.5,100,83.49454593,7.28,2531.8,0.17,8.94,0.37,10.33070866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0628,44.8801,329,Annual,40.63,103.2002,45.1,7.277777778
NW21C,Corn,loam,1.777824727,0.118803627,19.77,306.54,315.92,3.67057209,0.342275411,311.24,321.68,9.38,10.44,0.166759959,0.383207726,8.435000475,19.38329419,0.696782259,Corn,3.54,1.476102408,78.38103786,287.3971388,4/14/2021,4/28/2021,NA,NA,COS,COS,37.99910014,48.2296271,13.77127275,,,0.229831609,85.86631473,NA,NA,NA,NA,43.80838342,76.16365788,4.25,91.75667301,NA,2.968,0.26,NA,NA,7.116945464,57.41513252,0.658258453,57.69883394,750.1046127,91.17990378,6.96,100,1,30.8288,227.03,100,106.23,1.92,3.99,1.11,100,79.09093159,9.95,2446.26,1.06,10.29,0.53,11.41538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8368,44.9502,701,Annual,43.04,109.3216,43.4,6.333333333
NW21T,Corn,loam,1.971624169,0.137657881,17.18,308.82,316.96,4.002373897,0.380145592,309.48,318.78,8.14,9.3,0.160490207,0.372220772,9.341688438,21.66593553,0.698729305,Corn,5.65,1.458152016,123.5783834,453.120739,4/14/2021,4/28/2021,NA,NA,COS,COS,39.51919357,41.80481858,18.67598785,,,0.214448127,79.88901369,NA,NA,NA,NA,61.31320067,95.39156109,4.96,98.52887074,NA,3.319,0.292,NA,NA,7.774158667,65.02919117,0.537672314,41.77085915,783.3101609,93.71654929,6.32,100,16.8,100,227.8,100,113.3,2.2,4.3,0.9,100,87.43260451,24.2,1978.6,0.78,9.65,0.33,11.36643836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8388,44.9504,671,Annual,43.02,109.2708,43.5,6.388888889
